"GRIDCODE,N,10,0","X_COORD,N,18,5","Y_COORD,N,18,5","AllTaxa,N,19,11","AllNorm,N,19,11","CoastNorm,N,19,11","OceanNorm,N,19,11"
140,-144,30.1738,103.167804332,0.288488363,0.008163265,0.615534311
141,-136,30.1738,103.464762538,0.288517194,0.008163265,0.615596777
142,-128,30.1738,119.953969695,0.355372637,0.082993197,0.673148649
143,-120,30.1738,431.505970878,0.417153829,0.174602572,0.700130297
144,-112,30.1738,825.458537624,0.375870714,0.215390893,0.563097171
146,-96,30.1738,670.755102,0.39926719,0.204376187,0.626640027
147,-88,30.1738,801.0761905,0.46511967,0.257721175,0.707084582
148,-80,30.1738,1126.4013158,0.517017158,0.31891836,0.748132423
149,-72,30.1738,242.66666667,0.465806343,0.208100493,0.766463166
150,-64,30.1738,330.75,0.362526844,0.108828575,0.658508159
151,-56,30.1738,106.973686419,0.301756045,0.049939976,0.595541459
152,-48,30.1738,104,0.282960403,0.044283867,0.561416361
153,-40,30.1738,103.4,0.280097776,0.027477145,0.574821845
154,-32,30.1738,112.030800604,0.308404549,0.030185151,0.632993847
155,-24,30.1738,130,0.34828761,0.048979592,0.697480297
156,-16,30.1738,332.0333333,0.48116094,0.203460442,0.805144855
157,-8,30.1738,271.743992013,0.403900941,0.186320219,0.657745117
160,16,30.1738,235.71861218,0.276788265,0.150961466,0.423586196
161,24,30.1738,262.629158855,0.284115838,0.182623971,0.402523016
162,32,30.1738,698.137852728,0.437668065,0.396840395,0.485300346
164,48,30.1738,916.869663171,0.198677555,0.169391932,0.232844115
165,56,30.1738,989.168424405,0.292694573,0.229964761,0.365879353
173,120,30.1738,1711.51604427,0.531357853,0.491573912,0.57777245
